Record,Location,X,Y,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
10712,PANMURE RD btwn HWY417 IC163 RAMP15 & HWY417 IC163 RAMP16,331134.7631,5021328.89,11/5/16,22:13,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
10713,PANMURE RD btwn MORNINGDOVE DR & DEERWOOD DR,332763.3484,5022723.484,2/27/16,9:38,05 - Drifting Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
10714,PANSY AVE @ SENECA ST,368182.6269,5028343.867,4/16/16,12:32,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10715,PARADISE CRES btwn GARDENWAY DR & GARDENWAY DR,385354.332,5037182.819,5/31/16,16:21,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,99 - Other
10716,PARENT AVE @ ST. PATRICK ST,367821.3117,5032556.593,9/23/16,20:19,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle
10717,PARENT AVE @ ST. PATRICK ST,367821.6595,5032556.398,6/9/16,18:49,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10718,PARENT AVE @ ST. PATRICK ST,367821.4828,5032555.934,1/5/16,14:47,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10719,PARENT AVE @ ST. PATRICK ST,367822.5012,5032556.327,3/30/16,12:45,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
10720,PARENT AVE @ ST. PATRICK ST,367821.9436,5032556.966,6/21/16,15:16,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10721,PARENT AVE btwn BOLTON ST & CATHCART ST,367636.8853,5032853.856,4/25/16,11:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10722,PARENT AVE btwn MURRAY ST & CLARENCE ST,367863.8411,5032484.96,5/28/16,14:13,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10723,PARENT AVE btwn MURRAY ST & CLARENCE ST,367887.4394,5032448.48,6/18/16,14:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10724,PARENT AVE btwn MURRAY ST & CLARENCE ST,367873.7983,5032470.506,1/30/16,22:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
10725,PARKDALE AVE @ GLADSTONE AVE,365218.358,5029119.803,9/30/16,14:41,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10726,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365336.6982,5028843.484,9/27/16,6:28,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end
10727,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365337.0398,5028844.718,9/13/16,9:45,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10728,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365335.4286,5028846.045,1/1/16,13:40,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10729,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365336.6982,5028844.312,12/17/16,16:08,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
10730,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365337.5264,5028843.484,12/6/16,11:11,03 - Snow,04 - Slush,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10731,PARKDALE AVE @ KENILWORTH ST,365446.0659,5028595.484,10/4/16,15:24,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10732,PARKDALE AVE @ KENILWORTH ST,365445.4803,5028596.648,2/18/16,8:17,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10733,PARKDALE AVE @ KENILWORTH ST,365445.6066,5028595.007,3/26/16,18:45,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,05 - Dusk,03 - P.D. only,02 - Angle
10734,PARKDALE AVE @ RUSKIN ST,365506.0461,5028449.486,11/18/16,11:06,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
10735,PARKDALE AVE @ RUSKIN ST,365509.2845,5028452.597,12/8/16,12:13,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10736,PARKDALE AVE @ SCOTT ST,364948.6059,5029726.34,12/6/16,18:22,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,05 - Turning movement
10737,PARKDALE AVE @ SCOTT ST,364949.313,5029725.779,7/23/16,10:33,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
10738,PARKDALE AVE @ SCOTT ST,364951.3599,5029726.146,11/14/16,17:31,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
10739,PARKDALE AVE @ SCOTT ST,364949.313,5029726.56,7/6/16,16:03,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
10740,PARKDALE AVE @ SHERWOOD DR,365381.1989,5028745.429,10/28/16,9:49,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,01 - Approaching
10741,PARKDALE AVE @ SIMS AVE,365270.4582,5028995.768,5/17/16,8:52,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
10742,PARKDALE AVE @ TYNDALL ST,365263.9201,5029013.78,1/21/16,16:50,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,05 - Dusk,03 - P.D. only,99 - Other
10743,PARKDALE AVE @ TYNDALL ST,365263.9246,5029013.785,3/31/16,15:45,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10744,PARKDALE AVE @ TYNDALL ST,365263.042,5029012.902,4/11/16,14:45,02 - Rain,04 - Slush,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10745,PARKDALE AVE @ TYNDALL ST,365265.3569,5029013.147,10/13/16,17:55,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10746,PARKDALE AVE @ TYNDALL ST,365263.9279,5029013.561,7/5/16,8:51,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10747,PARKDALE AVE @ WELLINGTON ST,365149.4811,5029270.336,9/26/16,19:26,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement
10748,PARKDALE AVE @ WELLINGTON ST,365149.9201,5029269.458,1/13/16,20:20,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
10749,PARKDALE AVE @ WELLINGTON ST,365149.4811,5029269.458,1/27/16,15:30,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
10750,PARKDALE AVE @ WELLINGTON ST,365149.4811,5029269.897,10/21/16,12:26,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10751,PARKDALE AVE @ WELLINGTON ST,365149.042,5029270.336,10/28/16,16:33,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10752,PARKDALE AVE @ WELLINGTON ST,365149.4751,5029270.33,3/24/16,15:00,04 - Freezing Rain,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10753,PARKDALE AVE @ WELLINGTON ST,365150.828,5029271.232,5/19/16,13:08,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10754,PARKDALE AVE @ WELLINGTON ST,365150.3592,5029270.775,1/20/16,15:35,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10755,PARKDALE AVE @ WELLINGTON ST,365148.9501,5029272.432,1/16/16,8:26,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
10756,PARKDALE AVE @ WELLINGTON ST,365149.7006,5029269.313,12/16/16,19:13,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,99 - Other
10757,PARKDALE AVE @ WESTMOUNT AVE/HWY 417 PARKDAL I,365301.298,5028925.149,5/18/16,13:38,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10758,PARKDALE AVE @ WESTMOUNT AVE/HWY 417 PARKDAL I,365302.7438,5028922.159,12/22/16,1:49,01 - Clear,04 - Slush,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other
10759,PARKDALE AVE btwn BULLMAN ST & OXFORD ST,365030.563,5029546.091,3/2/16,13:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10760,PARKDALE AVE btwn BULLMAN ST & OXFORD ST,365037.6522,5029526.682,9/2/16,10:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching
10761,PARKDALE AVE btwn BURNSIDE AVE & LYNDALE AVE,364825.1955,5030016.36,3/16/16,10:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10762,PARKDALE AVE btwn GRANT ST & WELLINGTON ST W,365119.8778,5029336.965,10/1/16,10:11,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other
10763,PARKDALE AVE btwn GRANT ST & WELLINGTON ST W,365130.5398,5029313.3,5/25/16,11:12,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10764,PARKDALE AVE btwn HUTCHISON AVE & RUSKIN ST,365499.1404,5028471.535,1/28/16,16:26,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10765,PARKDALE AVE btwn HWY417 IC122 RAMP51 & SHERWOOD DR,365340.5184,5028837.015,2/18/16,13:36,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10766,PARKDALE AVE btwn INGLEWOOD PL & CARLING AVE,365591.4286,5028255.956,4/12/16,8:20,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10767,PARKDALE AVE btwn LYNDALE AVE & SCOTT ST,364918.5027,5029798.614,4/14/16,8:34,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10768,PARKDALE AVE btwn LYNDALE AVE & SCOTT ST,364928.734,5029773.685,6/22/16,18:37,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10769,PARKDALE AVE btwn LYNDALE AVE & SCOTT ST,364936.1462,5029752.953,12/6/16,8:19,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10770,PARKDALE AVE btwn OXFORD ST & SPENCER ST,365061.0332,5029471.434,4/4/16,12:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10771,PARKDALE AVE btwn SCOTT ST & BULLMAN ST,364956.1409,5029711.687,1/4/16,10:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10772,PARKDALE AVE btwn SCOTT ST & BULLMAN ST,364989.4402,5029633.695,11/15/16,15:46,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10773,PARKDALE AVE btwn SPENCER ST & ARMSTRONG ST,365066.8423,5029458.363,2/4/16,21:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10774,PARKDALE AVE btwn TO BE DETERMINED & EMMERSON AVE,364706.8626,5030289.13,6/14/16,16:36,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10775,PARKDALE AVE btwn TO BE DETERMINED & EMMERSON AVE,364706.5323,5030288.184,6/1/16,14:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10776,PARKDALE AVE btwn TYNDALL ST & SIMS AVE,365265.5044,5029008.149,5/11/16,9:56,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10777,PARKDALE AVE btwn WELLINGTON ST W & GLADSTONE AVE,365159.6895,5029250.356,3/11/16,14:19,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10778,PARKDALE AVE btwn WELLINGTON ST W & GLADSTONE AVE,365154.8633,5029260.006,4/27/16,18:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10779,PARKDALE AVE btwn WELLINGTON ST W & GLADSTONE AVE,365151.7299,5029266.272,6/30/16,15:20,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10780,PARKDALE AVE EB OFF RAMP/OTTAWA RIVER PKWY btwn OTTAWA RIVER PKWY & PA,364585.1289,5030405.634,7/30/16,10:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10781,PARKDALE AVE WB OFF RAMP/OTTAWA RIVER PKWY btwn OTTAWA RIVER PKWY & PA,364818.438,5030411.962,6/6/16,7:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10782,PARKDALE AVE WB OFF RAMP/OTTAWA RIVER PKWY btwn OTTAWA RIVER PKWY & PA,364830.9357,5030402.696,1/4/16,11:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
10783,PARKDALE AVE WB OFF RAMP/OTTAWA RIVER PKWY btwn OTTAWA RIVER PKWY & PA,364688.3523,5030584.027,12/9/16,8:30,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10784,PARKDALE AVE/SPENCER ST @ OXFORD ST,365059.5809,5029474.961,10/1/16,11:15,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10785,PARKDALE AVE/SPENCER ST @ OXFORD ST,365059.4676,5029474.426,10/14/16,16:12,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10786,PARKGLEN DR @ WOODROFFE AVE,362888.2973,5023125.731,8/25/16,15:36,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
10787,PARKGLEN DR @ WOODROFFE AVE,362888.4684,5023127.171,9/20/16,13:14,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10788,PARKGLEN DR @ WOODROFFE AVE,362889.2899,5023126.59,2/12/16,16:04,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement
10789,PARKIN CIRC btwn STEDMAN ST & MAASS GT,372587.4064,5022806.005,3/11/16,9:25,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10790,PARKMOUNT CRES btwn SPRINGDALE CRES & BANNER RD (2),360889.0853,5021361.488,8/6/16,12:24,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10791,PARKROSE PRIV btwn Continuation of PARKROSE PRIV & Continuation of PAR,383573.2911,5039618.82,2/12/16,18:00,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement
10792,PARKWAY RD @ SALE BARN RD,379606.1212,5014727.023,11/22/16,7:22,01 - Clear,03 - Loose snow,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
10793,PARKWAY RD @ SALE BARN RD,379610.3957,5014727.023,11/22/16,16:08,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,05 - Dusk,02 - Non-fatal injury,02 - Angle
10794,PARKWAY RD @ STAGECOACH RD,376230.5261,5012622.197,2/9/16,17:12,03 - Snow,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10795,PARKWAY RD btwn PIG ALLY & MEADOW DR,378506.4286,5014060.617,2/8/16,17:21,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other
10796,PARKWAY RD btwn SALE BARN RD & JOHN QUINN RD,381306.9967,5015765.687,10/31/16,12:58,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
10797,PARKWAY RD btwn YORKS CORNERS RD & BLACKCREEK RD,387894.5824,5019756.376,11/23/16,2:26,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
10798,PARKWOOD CRES btwn WESTPARK DR & WESTPARK DR,377320.8133,5033351.688,2/26/16,10:00,01 - Clear,05 - Packed snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10799,PAR-LA-VILLE CIRC btwn SANTA ANNA LANE & SANTA ANNA LANE,350149.3744,5016699.952,1/3/16,0:00,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
10800,PASCAL PL btwn BARSONA PL & END,381511.5654,5037188.665,11/24/16,11:16,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
10801,PATRICIA AVE @ RICHMOND RD,363953.4666,5028754.214,1/31/16,15:34,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10802,PATTERSON AVE btwn BANK ST & ALLAN PL,368162.7943,5029988.3,1/15/16,19:52,01 - Clear,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,01 - Approaching
10803,PAUL ANKA DR @ UPLANDS DR,369457.9489,5023575.741,5/12/16,13:30,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10804,PAUL ANKA DR @ UPLANDS DR,369456.596,5023574.839,6/11/16,22:58,"07 - Fog, mist, smoke, dust",01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
10805,PAUL ANKA DR btwn UPLANDS DR & MCCARTHY RD,369555.2746,5023696.553,4/3/16,14:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10806,PAUL ANKA DR btwn UPLANDS DR & MCCARTHY RD,369551.9592,5023697.301,8/26/16,9:22,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement
10807,PAUL ANKA DR btwn UPLANDS DR & SAMPLE RD,369423.769,5023527.897,12/5/16,15:25,03 - Snow,04 - Slush,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,01 - Approaching
10808,PAUL ANKA DR btwn UPLANDS DR & SAMPLE RD,369415.001,5023489.45,4/6/16,18:09,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,06 - SMV unattended vehicle
10809,PAUL ANKA DR btwn UPLANDS DR & SAMPLE RD,369421.6867,5023419.963,12/12/16,11:18,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10810,PAUL METIVIER DR @ BEATRICE DR,365704.3211,5014605.004,1/11/16,7:29,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,03 - Dawn,03 - P.D. only,02 - Angle
10811,PAUL METIVIER DR @ BEATRICE DR,365704.9797,5014603.659,11/28/16,15:38,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10812,PAUL METIVIER DR @ CLEARBROOK DR,366087.0502,5014764.922,7/3/16,14:04,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10813,PAUL METIVIER DR btwn CLEARBROOK DR & MOSS GROVE ST,366143.82,5014783.618,4/21/16,0:01,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10814,PAUL METIVIER DR btwn GLENDORE ST & TAPESTRY DR,365854.2856,5014688.218,7/25/16,15:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
10815,PAUL METIVIER DR btwn HAILEYBURY ST/ LEAMINGTON WAY & TEMAGAMI DR,365376.5512,5014434.48,10/22/16,9:08,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,07 - SMV other
10816,PAUL METIVIER DR btwn LEAMINGTON WAY & LONGFIELDS DR,365051.8362,5014192.367,2/25/16,17:26,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10817,PAUL METIVIER DR btwn LEAMINGTON WAY & LONGFIELDS DR,365051.8362,5014192.367,12/31/16,22:20,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
10818,PEACOCK CRES btwn FLANDERS ST & FLANDERS ST,361882.3215,5014471.797,5/1/16,15:23,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10819,PERCIFOR WAY btwn LEITA PL W & TRAVIS ST W,381062.2355,5032632.778,5/21/16,21:39,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10820,PERCY ST @ RENFREW AVE,367624.6491,5029715.252,5/18/16,8:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
10821,PERCY ST @ SECOND AVE,367841.0541,5029352.344,7/8/16,12:17,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10822,PERCY ST btwn FLORENCE ST & GLADSTONE AVE,367296.3963,5030263.61,9/4/16,9:42,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10823,PERKINS ST btwn ALBERT ST & END,366539.3063,5030688.358,5/25/16,7:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10824,PERTH ST btwn GAMBLE DR & SHEA RD,357484.0537,5006930.409,3/4/16,11:05,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10825,PERTH ST btwn HUNTLEY RD & COCKBURN ST,356899.5073,5006396.788,6/13/16,4:36,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
10826,PERTH ST btwn OAK LEAF PRIV & MCBEAN ST,356677.5006,5006195.473,1/14/16,16:00,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10827,PERTH ST btwn SHEA RD & EAGLESON RD,358004.0363,5007405.79,12/30/16,3:45,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
10828,PETER MORAND CRES btwn ROGER GUINDON AVE & ROGER GUINDON AVE,372140.3567,5029644.061,7/18/16,14:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10829,PHOENIX CRES btwn PAYETTE DR & LEANNE ST,383227.687,5037335.669,7/27/16,13:47,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10830,PICASSO DR btwn JESSICA PRIV & BLOHM DR,375015.2515,5026316.829,7/25/16,0:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
10831,PICASSO DR btwn JESSICA PRIV & BLOHM DR,374981.5876,5026307.579,7/20/16,17:12,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10832,PICCADILLY AVE btwn BYRON AVE & IONA ST,364361.9651,5028591.993,12/18/16,14:17,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10833,PICCADILLY AVE btwn PERTHSHIRE PRIV & BASSETT LANE,364272.7943,5028791,1/3/16,0:00,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
10834,PICKERING PL @ TREMBLAY RD,371287.9397,5031298.474,1/21/16,15:02,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10835,PICKERING PL @ TREMBLAY RD,371287.9447,5031298.898,5/1/16,11:08,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10836,PICKERING PL @ TREMBLAY RD,371288.8566,5031299.572,7/12/16,16:26,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10837,PICKERING PL @ TREMBLAY RD,371286.5838,5031298.208,7/12/16,17:11,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
